gene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
LPCAT2,866,573,897,432,1178,1209,987,775
LPCAT2BP,0,0,0,0,0,0,0,0
LPCAT3,732,962,1030,830,1072,1448,623,1073
LPCAT4,423,411,452,215,405,493,385,343
LPGAT1,917,1033,1235,815,1238,1414,851,1095
LPGAT1P1,0,0,0,0,0,0,0,0
LPIN1,4978,4795,3995,4076,3782,5109,3346,6397
LPIN2,1524,1004,1321,693,1810,2189,1351,1238
LPIN3,156,198,215,143,135,237,171,428
LPL,2,8,0,0,69,70,1,8
LPO,8,2,8,3,2,7,12,0
LPP,4333,4600,4934,2700,5069,13256,4047,4713
LPXN,142,75,184,67,122,125,98,84
LRAT,18,6,16,20,7,5,75,44
LRATD1,6,10,12,16,9,29,4,6
LRATD2,54,11,14,1,18,11,15,9
LRBA,1245,1199,1387,1030,1176,1799,1014,1337
LRCH1,742,398,612,255,692,593,604,376
LRCH2,269,389,289,334,412,679,224,443
LRCH3,1464,1050,2161,867,1817,2025,1052,1174
LRCH4,680,668,735,340,674,747,539,491
LRCOL1,0,0,0,0,0,0,0,0
LRFN1,17,11,17,6,20,20,14,12
LRFN2,0,0,0,0,0,0,0,0
LRFN3,295,274,318,216,303,488,281,360
LRFN4,292,541,230,129,309,464,181,248
LRFN5,6,8,10,0,1,1,23,18
LRG1,7,4,6,2,4,7,4,3
LRGUK,2,5,4,4,3,2,3,1
LRIF1,245,217,348,236,191,268,242,279
LRIG1,1262,1130,1343,572,2061,2620,1416,1649
LRIG2,546,448,594,299,476,562,429,426
LRIG3,2280,1891,2373,1187,3107,2328,1844,1464
LRIT1,0,0,0,0,0,0,0,0
LRIT2,0,0,0,0,0,0,0,0
LRIT3,0,2,3,1,0,4,5,0
LRMDA,18,71,36,30,86,67,68,31
LRP1,92319,70233,108951,48511,91557,117623,87569,88072
LRP10,11128,10690,14477,10079,15003,20864,10440,14017
LRP11,1079,688,1544,746,1208,1249,1173,1093
LRP12,690,331,559,309,792,1058,579,488
LRP1B,1,7,0,2,3,7,1,10
LRP2,2,2,11,2,13,7,7,1
LRP2BP,53,29,32,20,57,53,51,24
LRP3,1218,761,1174,442,1183,1270,964,773
LRP4,82,52,82,43,197,70,80,38
LRP5,570,531,852,633,359,823,969,1457
LRP5L,40,31,15,6,36,64,48,40
LRP6,1058,657,1133,432,982,884,1302,1205
LRP8,80,91,136,36,83,125,97,149
LRPAP1,1924,1582,2907,1391,2463,2909,1951,2096
LRPPRC,2193,1732,2215,1434,2653,3031,2097,1719
LRR1,93,109,120,91,100,134,108,127
LRRC1,95,113,126,92,131,224,90,131
LRRC10,1,3,1,2,1,2,2,2
LRRC10B,0,0,0,0,0,0,0,0
LRRC14,640,639,588,402,652,807,538,521
LRRC14B,0,0,0,0,0,0,0,0
LRRC15,500,45,55,7,334,73,637,162
LRRC17,2330,276,2626,420,1008,149,2642,706
LRRC18,34,61,46,45,13,38,13,22
LRRC19,8,3,6,3,5,12,5,3
LRRC2,109,86,164,79,290,383,59,40
LRRC20,255,193,292,135,268,206,196,211
LRRC23,151,103,210,111,179,185,159,118
LRRC24,9,9,19,6,18,25,12,11
LRRC25,6,2,25,4,32,5,15,5
LRRC26,0,0,0,0,0,0,0,0
LRRC27,213,139,295,104,285,326,297,150
LRRC28,305,251,298,164,307,313,263,264
LRRC2P1,0,0,0,0,0,0,0,0
LRRC3,31,38,118,93,26,51,63,83
LRRC30,0,0,0,0,0,0,0,0
LRRC31,0,0,0,0,1,1,0,0
LRRC32,3838,3006,2521,1617,3720,3950,4299,3875
LRRC34,57,28,76,50,54,90,44,71
LRRC34P1,0,0,0,0,0,0,0,0
LRRC34P2,0,0,0,0,0,0,0,0
LRRC36,7,2,16,2,10,4,13,4
LRRC37A,2,9,0,17,203,273,11,21
LRRC37A11P,1,2,4,1,2,3,5,2
LRRC37A12P,0,1,0,0,1,1,0,0
LRRC37A13P,1,0,1,0,3,0,2,3
LRRC37A14P,0,0,0,0,0,0,3,0
LRRC37A15P,1,2,11,2,13,2,18,8
LRRC37A16P,724,289,977,409,663,513,588,346
LRRC37A17P,316,258,369,232,344,460,284,342
LRRC37A2,421,360,614,309,677,750,432,347
LRRC37A3,208,177,254,93,254,265,171,144
LRRC37A4P,449,300,576,259,318,455,429,437
LRRC37A5P,4,6,9,3,8,10,6,8
LRRC37A6P,31,23,61,32,42,34,29,27
LRRC37A7P,4,3,7,3,4,2,7,2
LRRC37A9P,3,1,1,2,0,1,1,1
LRRC37B,230,185,295,145,235,283,224,175
LRRC37BP1,559,465,568,345,690,673,413,489
LRRC38,0,0,0,2,0,1,0,1
LRRC39,20,26,21,16,24,23,16,20
LRRC3B,0,0,0,0,0,0,0,0
LRRC3C,1,0,0,0,1,0,0,0
LRRC4,35,4,30,11,27,13,54,6
LRRC40,374,289,314,222,376,439,273,265
LRRC41,1886,1746,2143,1193,2363,2802,1796,1802
LRRC42,513,551,576,468,641,861,475,566
LRRC43,21,23,49,21,41,36,27,36
LRRC45,181,204,183,123,208,266,161,182
LRRC46,25,29,9,10,23,28,8,8
LRRC47,874,628,797,608,811,932,606,644
LRRC49,301,168,447,184,355,273,297,189
LRRC4B,24,7,18,10,14,18,24,23
LRRC4C,6,5,4,1,0,1,11,17
LRRC51,145,95,222,114,163,236,150,177
LRRC52,0,0,0,0,0,0,0,0
LRRC53,0,0,0,0,0,0,0,0
LRRC55,1,2,0,2,1,2,0,0
LRRC56,18,20,50,16,33,30,44,15
LRRC57,359,248,557,363,582,688,403,561
LRRC57P1,0,0,0,0,0,0,0,0
LRRC58,1047,989,932,765,1077,1318,970,1003
LRRC59,1835,2417,1785,1408,2216,4052,1464,1868
LRRC61,8,6,11,4,7,12,13,11
LRRC63,3,6,1,1,1,0,4,2
LRRC66,32,50,18,29,49,36,23,33
LRRC69,11,18,14,7,17,19,18,21
LRRC7,9,3,9,1,10,14,13,9
LRRC70,3,0,1,3,1,10,3,3
LRRC71,0,5,0,2,1,2,1,0
LRRC72,0,0,0,0,0,0,0,0
LRRC73,8,12,6,4,8,10,11,8
LRRC74A,0,0,0,1,0,0,0,0
LRRC74B,14,2,21,9,17,16,24,14
LRRC75A,5853,5787,4293,2475,3867,3818,3027,2711
LRRC75B,165,133,234,111,207,162,155,140
LRRC8A,1435,1133,1537,841,1560,1941,1390,1400
LRRC8B,34,27,25,41,39,33,25,20
LRRC8C,327,275,307,146,349,418,236,219
LRRC8D,665,428,904,287,698,542,552,347
LRRC8E,66,81,115,33,77,108,68,125
LRRC9,0,0,5,0,0,0,0,5
LRRCC1,214,202,183,116,183,261,165,137
LRRD1,5,5,9,1,18,7,9,10
LRRFIP1,1597,1522,2054,1471,1866,3805,2004,2834
LRRFIP1P1,23,19,30,14,45,75,19,26
LRRFIP2,1537,2394,1998,1916,1972,3257,1528,2610
LRRFIP2P1,0,0,0,0,0,0,0,0
LRRIQ1,3,1,7,2,15,3,8,16
LRRIQ3,5,9,1,3,21,26,3,10
LRRIQ4,0,0,0,0,0,0,1,1
LRRK1,1769,1678,1607,860,1539,1976,1423,1568
LRRK2,707,869,919,816,1032,1420,998,1456
LRRN1,9,1,33,3,38,9,16,4
LRRN2,3,2,8,3,6,4,2,6
LRRN3,113,28,80,33,128,54,54,43
LRRN4,1,3,1,6,0,0,1,10
LRRN4CL,3445,2689,4077,2410,3560,3568,3575,3767
LRRTM1,0,0,0,0,0,0,0,0
LRRTM2,220,6,150,2,74,23,117,5
LRRTM3,0,0,0,0,0,0,0,0
LRRTM4,10,4,16,1,7,13,8,7
LRSAM1,447,282,465,197,398,370,367,290
LRTM1,0,2,2,0,4,4,0,1
LRTM2,1,0,0,0,0,0,0,0
LRTM3,2,0,7,0,2,6,2,0
LRWD1,230,217,225,115,291,398,188,216
LSAMP,2743,2491,4358,2268,3178,4678,3589,4487
LSG1,527,559,628,351,722,938,468,520
LSM1,473,496,472,380,568,868,371,521
LSM10,383,350,404,190,364,403,324,288
LSM11,136,143,121,113,141,164,123,155
LSM12,735,812,809,588,959,1087,709,786
LSM12P1,65,7,82,5,91,131,47,39
LSM14A,1769,1484,2309,1305,2272,3143,1852,1744
LSM14B,880,708,939,461,1060,1166,832,677
LSM1P1,0,0,0,0,0,0,0,0
LSM1P2,0,0,0,0,0,0,0,0
LSM2,44,34,40,22,43,35,36,25
LSM2P1,2,0,4,1,2,1,1,3
LSM2P2,0,0,0,0,0,0,0,0
LSM3,494,363,539,306,482,504,385,320
LSM3P2,0,0,0,0,0,0,0,0
LSM3P3,0,0,0,0,0,0,0,0
LSM3P4,0,0,0,0,0,0,0,0
LSM3P5,0,0,0,0,0,0,0,0
LSM4,608,545,709,418,679,978,531,532
LSM5,325,347,314,229,325,432,251,294
LSM6,169,157,146,126,159,246,110,143
LSM6P2,0,0,0,0,0,0,0,0
LSM7,385,316,396,180,337,391,299,266
LSM8,319,261,350,222,414,431,370,302
LSMEM1,11,8,22,15,25,27,16,13
LSMEM2,1,1,2,0,1,1,0,0
LSP1,38,13,36,14,9,33,18,17
LSP1P1,0,0,0,0,0,0,0,0
LSP1P2,0,0,0,0,0,0,0,0
LSP1P3,0,0,0,0,0,0,0,0
LSP1P4,965,821,1071,480,778,726,515,466
LSR,27,16,30,14,24,33,12,20
LSS,4833,3639,4300,2282,4127,4740,3416,3776
LST1,4,6,3,3,8,6,3,3
LTA,0,0,0,0,0,0,0,0
LTA4H,1481,1146,2061,1154,1733,1680,1588,1492
LTAP1,2601,2514,2773,1839,3405,3731,2105,2488
LTB,0,0,3,0,0,0,3,0
LTB4R,85,43,68,29,72,73,54,75
LTB4R2,25,26,23,16,21,34,22,29
LTBP1,14366,22442,19773,17739,18483,32299,13936,25594
LTBP2,39428,27287,41015,16962,29511,38176,29662,26979
LTBP3,4814,4313,7087,3809,6011,7568,5464,5838
LTBP4,34244,26678,36910,17049,33717,35954,25506,24036
LTBR,2855,3075,3689,2436,3637,4812,2350,2889
LTC4S,9,3,9,1,8,3,11,5
LTF,0,0,0,1,3,7,0,0
LTK,4,5,0,0,2,2,2,1
LTN1,733,720,658,608,997,1528,883,1304
LTO1,393,358,519,295,502,619,351,382
LTO1P1,0,2,0,2,0,0,0,0
LTV1,289,354,405,288,474,663,312,300
LTV1P1,0,0,1,0,0,0,0,0
LUC7L,792,659,766,430,857,865,632,623
LUC7L2,1127,1100,1671,899,1660,1707,1069,1009
LUC7L3,3114,2864,3431,2200,3713,3763,3018,3053
LUM,11683,4723,20816,7931,22556,14531,19909,11314
LURAP1,58,36,68,25,71,61,49,46
LURAP1L,758,845,1051,446,824,444,890,807
LUZP1,1709,1411,1644,717,1970,2575,1324,1371
LUZP2,2,3,5,1,7,4,1,0
LUZP4,0,0,0,1,1,0,1,0
LUZP4P1,0,0,0,0,0,0,0,0
LVRN,6,17,37,9,70,19,9,11
LXN,3848,1672,3136,987,1402,484,1522,1020
LY6D,0,0,0,0,0,0,0,0
LY6E,1931,1316,1726,998,2060,2309,2057,1692
LY6G5B,83,84,99,56,139,161,66,111
LY6G5C,7,9,11,8,10,10,30,28
LY6G6C,0,0,0,0,2,0,0,0
LY6G6D,0,0,1,0,0,1,0,0
LY6G6E,0,0,1,0,1,0,0,0
LY6G6F,0,0,0,0,0,0,0,0
LY6G6F-LY6G6D,0,0,0,0,0,0,0,0
LY6H,0,0,0,0,0,0,0,0
LY6K,11,8,23,12,32,23,30,21
LY6L,0,0,0,0,0,0,0,0
LY75,14,33,39,45,21,73,57,118
LY75-CD302,2,8,4,0,11,10,33,72
LY86,0,0,0,0,0,0,0,0
LY9,7,7,6,4,12,7,5,11
LY96,145,67,196,107,168,99,132,95
LYAR,124,124,160,107,168,225,122,146
LYARP1,0,0,0,1,2,1,1,2
LYG1,8,8,10,6,11,12,6,8
LYG2,0,1,2,0,2,5,0,1
LYL1,4,13,7,7,3,3,6,8
LYN,135,117,168,119,97,299,91,160
LYNX1,1833,1060,1853,685,880,777,1184,970
LYPD1,0,0,0,2,0,0,4,2
LYPD2,0,0,0,0,0,0,0,0
LYPD3,18,10,48,8,33,15,28,10
LYPD4,0,0,0,0,0,0,1,0
LYPD5,16,12,23,16,57,42,20,12
LYPD6,4,7,9,3,16,11,6,5
LYPD6B,0,1,3,6,2,1,1,0
LYPD8,0,1,2,0,3,7,0,0
LYPLA1,441,413,556,311,470,849,404,376
LYPLA1P1,0,0,0,0,0,0,0,0
LYPLA1P2,0,0,0,0,0,0,0,0
LYPLA1P3,0,0,0,0,0,0,1,0
LYPLA2,451,500,518,265,579,728,399,441
LYPLA2P1,0,0,0,0,0,0,0,0
LYPLA2P2,0,0,0,0,0,0,0,0
LYPLA2P3,0,0,0,0,0,0,0,0
LYPLAL1,214,252,277,176,230,373,167,264
LYRM1,356,349,424,321,416,526,317,341
LYRM2,515,391,831,367,700,691,605,548
LYRM4,460,392,496,308,410,458,461,443
LYRM7,395,294,391,226,625,690,385,304
LYRM9,188,154,272,145,208,205,167,158
LYSET,48,37,50,35,45,49,36,43
LYSETP1,0,0,0,0,0,0,0,0
LYSMD1,106,94,137,72,142,175,81,123
LYSMD2,75,67,53,55,55,71,67,56
LYSMD3,556,433,651,344,690,871,491,510
LYSMD4,105,121,171,95,142,151,142,146
LYST,979,890,1040,722,1148,1168,873,908
LYVE1,3,6,6,7,8,8,6,12
LYZ,0,3,0,0,0,3,1,1
LYZL1,0,0,0,0,0,0,0,0
LYZL2,0,0,0,0,0,0,0,0
LYZL4,0,0,0,0,0,0,0,0
LYZL6,0,0,0,0,0,0,0,0
LZIC,423,252,445,175,483,456,373,311
LZTFL1,548,280,691,267,731,603,458,389
LZTR1,1806,1943,1471,998,1658,2222,1291,1507
LZTS1,91,31,128,32,89,75,87,51
LZTS2,3245,3255,2607,1855,2847,4085,3139,3293
LZTS3,262,260,270,129,302,306,167,208
M1AP,1,7,5,0,4,7,0,0
M6PR,1954,1665,1960,1309,2096,2339,1839,1763
M6PRP1,0,0,0,0,0,0,0,0
MAB21L1,68,75,112,71,72,80,64,68
MAB21L2,3,5,5,1,0,1,0,2
MAB21L3,5,10,21,7,11,12,6,13
MAB21L4,0,1,3,0,1,0,0,0
MACC1,34,30,53,20,72,40,34,30
MACF1,10932,10123,14337,9880,13001,22704,9948,12113
MACIR,154,179,235,139,193,238,152,263
MACO1,482,420,537,338,576,517,564,437
MACROD1,110,155,149,94,189,216,160,129
MACROD2,64,61,55,44,74,58,67,50
MACROH2A1,2050,1872,2113,1254,2839,3546,1583,1981
MACROH2A2,570,489,436,186,503,488,354,248
MAD1L1,391,306,415,185,424,569,311,332
MAD2L1,58,63,96,41,88,82,60,87
MAD2L1BP,266,305,312,220,301,347,242,284
MAD2L1P1,0,0,0,0,1,0,0,0
MAD2L2,341,387,349,246,367,500,277,320
MADCAM1,12,10,11,6,5,11,11,13
MADD,815,654,774,482,868,867,672,632
MAEA,1342,1133,1507,752,1406,1608,1127,1306
MAEL,0,0,0,1,1,0,1,0
MAF,1948,1384,2124,526,1406,1068,1822,1425
MAF1,1970,2089,2392,1627,2326,3123,1744,2523
MAF1P1,0,0,0,0,0,0,0,0
MAFA,0,2,0,0,0,2,0,1
MAFB,442,194,79,18,123,15,143,31
MAFF,376,650,413,493,457,1325,361,1153
MAFG,965,893,884,580,865,957,764,1012
MAFIP,157,152,69,39,96,112,79,140
MAFK,617,787,771,593,653,1617,548,1163
MAG,0,0,0,0,0,0,0,0
MAGEA1,0,0,0,0,0,0,0,0
MAGEA10,5,4,5,2,4,10,5,3
MAGEA11,0,0,0,1,0,0,0,0
MAGEA12,0,0,0,0,0,0,0,0
MAGEA13P,0,0,0,0,0,0,0,0
MAGEA2,0,0,0,0,0,0,0,0
MAGEA2B,0,0,0,0,0,0,0,0
MAGEA3,0,0,0,0,0,0,0,0
MAGEA4,0,0,0,0,0,0,0,0
MAGEA5P,0,1,0,0,0,0,1,0
MAGEA6,0,0,0,0,0,0,0,0
MAGEA7P,0,0,0,0,0,0,0,0
MAGEA8,1,0,1,0,0,0,1,0
MAGEA9,0,0,0,0,0,0,0,0
MAGEA9B,0,0,1,0,0,0,2,0
MAGEB1,0,0,0,0,0,0,0,0
MAGEB10,1,2,7,1,2,2,0,0
MAGEB16,0,0,0,0,0,0,0,0
MAGEB17,0,0,1,0,2,0,1,0
MAGEB18,0,0,0,0,0,0,0,0
MAGEB2,0,0,0,0,0,0,0,0
MAGEB3,0,0,1,0,0,0,0,0
MAGEB4,0,0,0,0,0,0,0,0
MAGEB5,0,0,0,0,0,0,0,0
MAGEB6,0,0,0,0,0,0,0,0
MAGEB6B,0,0,0,0,0,0,0,0
MAGEC1,0,0,0,0,2,0,0,0
MAGEC2,0,0,1,0,1,1,1,1
MAGEC3,4,4,2,1,4,3,2,2
MAGED1,6435,3334,7113,2417,7943,5992,4882,2938
MAGED2,3666,2342,4131,1553,4473,4370,2879,2517
MAGED4,648,408,505,176,570,690,440,325
MAGED4B,749,581,642,332,871,907,589,531
MAGEE1,109,47,100,56,97,96,92,59
MAGEE2,1,0,0,0,0,0,0,0
MAGEF1,531,416,584,248,506,539,457,373
MAGEH1,456,325,509,250,445,448,417,366
MAGEL2,37,29,13,8,29,32,39,30
MAGI1,266,248,287,203,293,695,217,477
MAGI2,456,366,720,312,604,689,505,579
MAGI3,371,250,358,168,389,373,319,289
MAGIX,38,13,31,9,33,29,18,21
MAGOH,217,239,254,176,269,329,216,205
MAGOH2P,7,3,9,7,10,4,12,12
MAGOH3P,1,0,0,0,0,0,0,0
MAGOHB,185,177,186,51,155,206,114,73
MAGT1,2253,1493,2979,1677,2711,3592,2465,2051
MAIP1,154,177,195,106,188,251,166,160
MAJIN,0,0,0,0,0,0,0,1
MAK,5,7,12,4,11,9,5,5
MAK16,229,284,411,205,382,724,301,368
MAL,0,1,4,0,0,0,2,1
MAL2,1,1,2,0,1,1,6,0
MALL,81,29,181,36,70,62,227,91
MALLP1,0,2,0,0,0,0,6,0
MALRD1,5,2,5,5,5,5,17,5
MALSU1,298,297,300,252,351,532,230,313
MALT1,650,750,948,709,1294,2381,750,985
MAMDC2,213,1003,634,1323,318,1757,36,557
MAMDC4,60,61,81,48,77,103,31,57
MAML1,755,693,1130,567,1188,1672,787,889
MAML2,1049,895,1296,662,1413,1683,893,1193
MAML3,124,120,167,160,247,496,119,150
MAMLD1,757,1112,1256,823,1296,1810,879,1181
MAMSTR,81,32,55,21,72,34,95,43
MAN1A1,4717,6869,4547,5367,4650,6608,3877,8742
MAN1A2,2601,1774,2891,1373,2847,3267,2454,2312
MAN1A2P1,0,0,0,0,0,0,0,0
MAN1B1,2084,1794,2430,1429,2372,2612,1961,2051
MAN1C1,1177,772,1729,707,843,793,1053,824
MAN2A1,2121,1925,2267,1423,2209,2429,1854,2180
MAN2A2,1072,935,1219,799,1380,1656,1054,942
MAN2B1,3236,3186,3642,2127,3121,3865,3104,3356
MAN2B2,3106,2541,4085,2321,3913,5176,2297,2999
MAN2C1,2172,2034,1982,1030,1428,2013,1699,1719
MANBA,1809,1303,2602,1336,1839,1749,1853,1596
MANBAL,913,913,1111,782,1243,1683,815,1009
MANEA,499,415,511,335,580,739,428,478
MANEAL,36,37,46,20,87,102,30,30
MANEALP1,1,0,1,0,0,0,0,0
MANF,784,790,774,484,655,1558,469,523
MANSC1,449,313,572,350,265,297,482,439
MANSC4,1,3,1,3,6,5,0,3
MAOA,494,4082,532,3022,606,6465,237,3499
MAOB,231,310,373,431,108,686,309,671
MAP10,36,26,39,21,37,53,37,42
MAP1A,10876,5975,10506,3871,10108,6041,6877,4454
MAP1B,7013,3927,7493,3412,7932,7048,9563,7504
MAP1LC3A,340,461,433,389,446,776,399,627
MAP1LC3B,3468,2957,3960,2678,4004,4509,3162,3489
MAP1LC3B2,64,50,94,38,69,122,70,102
MAP1LC3BP1,1,0,0,0,0,2,1,1
MAP1LC3C,36,148,73,147,8,28,61,480
MAP1LC3P,0,0,0,0,0,0,0,0
MAP1S,508,627,604,465,742,1112,486,827
MAP2,435,517,3226,3613,694,1768,1086,1954
MAP2K1,1165,1294,1301,928,1270,2520,1131,1460
MAP2K1P1,0,1,0,1,0,0,0,0
MAP2K2,2541,2301,2921,2040,3148,4037,2340,3277
MAP2K3,886,1178,924,896,671,2267,1123,1401
MAP2K4,639,519,618,449,756,903,521,665
MAP2K4P1,1,2,10,3,3,4,4,2
MAP2K5,571,488,517,491,534,553,565,626
MAP2K6,102,102,183,97,71,50,65,26
MAP2K7,863,688,792,452,864,1192,711,761
MAP3K1,344,244,502,230,295,334,405,306
MAP3K10,254,235,227,128,186,210,138,182
MAP3K11,636,572,531,362,574,862,418,591
MAP3K12,1672,1397,2169,1063,1989,1920,1896,1473
MAP3K13,256,237,316,220,353,439,248,233
MAP3K14,335,294,333,115,415,269,252,129
MAP3K15,19,0,9,1,11,7,6,4
MAP3K19,0,0,0,0,0,0,0,0
MAP3K2,1435,1022,1372,564,1395,2157,1000,1141
MAP3K20,5189,4469,5338,2813,6432,7035,4315,4369
MAP3K21,7,3,2,1,2,6,5,2
MAP3K3,1191,1543,1690,1241,1583,1860,1002,2029
MAP3K4,1011,689,761,429,1447,987,693,452
MAP3K5,1129,1662,1330,1305,1681,2981,1022,1608
MAP3K6,815,822,844,622,706,898,794,971
MAP3K7,1380,1228,1708,1007,2033,2328,1312,1334
MAP3K7CL,399,196,645,308,558,1472,453,499
MAP3K8,390,623,470,493,322,860,272,714
MAP3K9,8,5,12,8,11,8,2,3
MAP4,15464,14951,18872,12281,19035,24602,13099,16123
MAP4K1,9,1,7,4,5,4,9,4
MAP4K2,170,339,271,137,338,314,208,269
MAP4K3,851,1132,1434,1153,1367,3004,813,1974
MAP4K4,12848,9850,14650,7904,15779,16486,11932,11910
MAP4K5,1997,1575,2569,1205,2816,3307,1822,1831
MAP6,29,43,57,37,44,66,45,44
MAP6D1,42,20,38,12,22,31,22,17
MAP7,51,25,67,41,26,50,52,57
MAP7D1,2569,2752,3610,1826,4747,5623,2438,2702
MAP7D2,5,7,7,8,0,1,5,1
MAP7D3,716,704,1033,538,960,1231,668,1045
MAP9,597,531,776,444,863,1008,612,548
MAPDA,192,156,320,139,252,252,201,134
MAPK1,3540,2750,3753,2002,3303,4887,3007,3158
MAPK10,1078,668,1016,339,1136,589,866,562
MAPK11,293,380,287,260,227,333,227,334
MAPK12,484,549,543,311,465,733,433,485
MAPK13,159,169,218,179,589,814,239,297
MAPK14,1258,1123,1444,992,1356,1884,1013,1420
MAPK15,1,0,1,0,1,3,3,3
MAPK1IP1L,1136,1244,1613,809,1672,2257,910,1251
MAPK3,2619,1953,3291,1470,3184,2744,2386,2369
MAPK4,0,0,0,0,0,0,1,0
MAPK6,1087,773,943,557,1123,1226,926,849
MAPK6P1,0,0,0,0,0,0,0,0
MAPK6P2,0,0,0,0,0,0,0,0
MAPK6P3,0,0,0,0,0,0,0,0
MAPK6P4,0,0,0,0,0,0,0,0
MAPK6P5,0,1,0,0,0,1,0,1
MAPK6P6,0,0,0,0,0,0,0,0
MAPK7,902,1544,808,814,982,1545,680,1269
MAPK8,493,416,538,295,668,796,485,457
MAPK8IP1,349,298,338,81,299,276,301,198
MAPK8IP1P1,0,0,0,0,21,6,0,0
MAPK8IP1P2,0,0,0,0,0,0,0,0
MAPK8IP2,15,22,21,13,19,18,18,31
MAPK8IP3,1422,1244,1686,715,1796,1611,1361,1514
MAPK9,906,739,1149,571,1081,1122,833,886
MAPKAP1,3017,3302,3678,1939,2663,3855,2584,2898
MAPKAPK2,2465,2570,2404,1855,2908,4153,2026,2344
MAPKAPK3,587,484,731,343,822,873,573,534
MAPKAPK5,536,413,561,386,507,737,456,557
MAPKAPK5P1,0,0,0,0,0,0,0,0
MAPKBP1,677,875,812,384,775,1097,582,692
MAPRE1,1751,1883,1847,1303,1865,2924,1479,1657
MAPRE1P1,0,0,0,0,0,0,0,0
MAPRE1P2,0,0,0,0,0,0,0,0
MAPRE1P3,0,0,0,0,0,0,0,0
MAPRE2,873,547,1105,362,822,628,806,489
MAPRE3,480,234,426,162,459,266,311,240
MAPT,51,21,33,7,57,25,41,9
MARCHF1,54,38,73,36,36,64,53,35
MARCHF10,16,88,13,121,12,211,9,69
MARCHF11,0,1,0,0,0,0,0,0
MARCHF2,388,372,445,413,345,655,380,574
MARCHF3,52,65,58,23,106,123,38,29
MARCHF4,105,137,323,236,119,361,117,233
MARCHF5,649,564,771,539,787,931,764,758
MARCHF6,2878,2126,2733,1666,2942,3401,2447,2684
MARCHF7,1949,1279,2155,1220,2726,2545,1606,1453
MARCHF8,1143,692,1398,811,1204,1165,1264,1422
MARCHF9,189,225,174,105,218,244,153,171
MARCKS,8297,3291,8537,2099,11525,6006,6826,2677
MARCKSL1,1011,386,751,245,1175,601,739,346
MARCKSL1P1,1,3,3,3,5,3,1,6
MARCKSL1P2,2,0,3,0,4,3,1,3
MARCO,0,2,0,0,0,0,0,0
MARF1,1131,770,1306,780,1215,1303,986,1010
MARK1,54,124,23,27,26,25,69,85
MARK2,458,350,438,240,536,587,367,401
MARK2P10,0,0,0,0,0,0,0,0
MARK2P11,0,0,0,0,0,0,0,0
MARK2P12,0,0,0,0,0,0,0,0
MARK2P13,0,0,0,0,0,0,0,0
MARK2P14,0,0,0,0,0,0,0,0
MARK2P15,0,0,0,0,0,0,0,0
MARK2P16,31,33,37,10,47,59,30,21
MARK2P17,0,0,1,0,0,0,0,0
MARK2P18,0,0,0,0,1,0,0,0
MARK2P19,0,2,0,1,3,0,2,3
MARK2P21,0,0,0,0,0,0,0,0
MARK2P3,0,0,1,1,2,3,0,2
MARK2P4,0,0,0,0,0,0,0,0
MARK2P5,0,0,0,0,0,0,0,0
MARK2P6,0,0,0,0,0,0,0,0
MARK2P7,0,0,0,0,0,0,0,0
MARK2P8,0,1,0,0,0,0,0,0
MARK2P9,1,1,0,0,2,1,1,0
MARK3,1200,992,1344,880,1518,1590,1195,1107
MARK3P1,0,0,0,1,0,0,0,0
MARK3P3,0,0,0,0,0,0,0,0
MARK4,641,654,925,519,1247,1174,754,827
MARS1,1966,1263,2132,965,2180,2168,1976,1416
MARS2,43,42,45,34,30,78,30,40
MARVELD1,2338,2289,2779,1780,2609,3379,2425,2609
MARVELD2,20,7,23,9,30,27,12,17
MARVELD3,10,9,16,6,14,10,7,4
MAS1,11,5,5,9,8,8,6,4
MAS1L,0,0,0,0,0,0,0,0
MAS1LP1,0,0,0,0,0,0,0,0
MASP1,6566,4431,9645,5080,9911,9563,10830,9979
MASP2,40,30,60,24,46,40,46,33
MAST1,9,8,10,2,9,16,8,8
MAST2,1806,1424,2698,1123,2323,2037,1773,1571
MAST3,459,441,480,340,377,615,320,474
MAST4,989,654,1065,447,1119,1110,990,562
MASTL,184,165,287,193,280,305,204,231
MAT1A,0,0,0,0,1,0,0,0
MAT2A,4422,5269,4577,3343,4395,5401,4077,4701
MAT2AP1,0,0,0,0,0,0,0,0
MAT2B,1642,1880,1446,1509,1562,2342,1321,2028
MATCAP1,555,323,578,131,326,207,280,224
MATCAP2,62,28,76,17,27,27,77,61
MATK,3,3,4,1,2,3,3,5
MATN1,26,8,22,2,12,17,11,7
MATN2,2900,2394,3643,1840,2501,1708,5720,5411
MATN3,30,38,77,58,48,101,31,62
MATN4,2,1,6,1,2,3,4,0
MATR3,5543,3333,6399,2983,7971,6813,4386,4449
MATR3P1,0,0,0,0,0,0,0,0
MATR3P2,0,0,0,0,0,0,0,0
MATR3P3,0,0,1,0,0,0,0,0
MAU2,1253,1091,1307,784,1168,1816,945,1221
MAVS,2488,3031,2572,2358,2639,4690,2209,3792
MAX,1202,1210,1218,831,1282,1305,982,1127
MAZ,1413,1233,1585,720,1702,1453,1191,1193
MB,0,0,0,0,2,0,0,0
